Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
1,1,0.890466002,Shawn Marion,PHO,SF/PF,,81,38.77777778,19.33333333,1.407407407,11.28395062,1.901234568,2.012345679,1.469135802,0.47515528,15.90123457,0.832116788,3.382716049,1.543209877,0.893357303,0.688795504,2.23214591,-0.607860165,2.155623747,1.0935026,0.6263602,0.437462151,0.494806768
1,2,0.859748855,Kevin Garnett,MIN,PF,,82,37.98780488,22.15853659,0.073170732,13.51219512,5.682926829,1.475609756,1.365853659,0.502205882,16.58536585,0.810564663,6.695121951,2.707317073,1.415363564,-0.953291925,3.119070643,1.199096649,0.973366908,0.945986483,1.56359238,0.540207748,-1.065652756
1,3,0.816429917,Dirk Nowitzki,DAL,PF,,78,38.78205128,26.05128205,1.166666667,9.705128205,3.076923077,1.243589744,1.525641026,0.458823529,18.52564103,0.868644068,9.076923077,2.256410256,2.134617127,0.392508233,1.603715482,-0.04609622,0.462301345,1.174208043,0.112481211,1.975356337,-0.461222306
1,4,0.803281941,Metta World Peace,IND,SF/PF,,7,41.57142857,24.57142857,1,6.428571429,3.142857143,1.714285714,0.857142857,0.495798319,17,0.921568627,7.285714286,2.428571429,1.861188027,0.187386276,0.299523217,-0.014591803,1.499093381,0.219403558,1.381052438,2.48848286,-0.692000487
1,5,0.717560761,LeBron James,CLE,SF,,80,42.3375,27.1875,1.35,7.35,7.2125,2.2125,0.65,0.472090261,21.05,0.75,7.95,3.275,2.344553486,0.618142386,0.666286285,1.929952698,2.596499427,-0.076455037,0.692520017,-0.486833455,-1.826618956
1,6,0.628522493,Andrei Kirilenko,UTA,SF/PF,,41,32.95121951,15.6097561,0.56097561,6.219512195,3.219512195,1.634146341,3.317073171,0.492857143,10.24390244,0.783783784,6.317073171,2.195121951,0.205360561,-0.352934977,0.216309815,0.022035283,1.322572084,3.732879895,0.777938577,0.111607912,-0.379066711
1,7,0.531557981,Brad Miller,SAC,C,,56,37.33928571,15.64285714,0.089285714,9.303571429,3.928571429,1.232142857,1.214285714,0.523809524,10.875,0.81184669,5.125,1.464285714,0.211476565,-0.933458704,1.443880851,0.360835832,0.437087531,0.729504584,1.508318859,0.425773482,0.600602833
1,8,0.52218415,Amar'e Stoudemire,PHO,PF/C,,80,36.075,25.9625,0.0375,8.9,1.6375,0.9625,1.625,0.558801498,16.6875,0.732997481,9.925,2.375,2.118213073,-0.997193027,1.283244314,-0.733877023,-0.156849074,1.316120764,3.490926786,-1.000739269,-0.620189191
1,9,0.474587681,Larry Hughes,WAS,PG/SG,,61,38.6557377,22.04918033,0.967213115,6.262295082,4.672131148,2.885245902,0.295081967,0.430018416,17.80327869,0.777041943,7.426229508,2.508196721,1.395158061,0.147034415,0.233339006,0.716121299,4.078342562,-0.583378385,-0.932587639,0.01599621,-0.798736402
1,10,0.452808145,Tracy McGrady,HOU,SG/SF,,78,40.55128205,25.6025641,1.807692308,6.153846154,5.705128205,1.717948718,0.666666667,0.430379747,21.26923077,0.773960217,7.08974359,2.564102564,2.051708551,1.181438837,0.190172273,1.209704844,1.507161802,-0.052650323,-1.101929181,-0.036656574,-0.873676927
1,11,0.433983907,Gilbert Arenas,WAS,PG,,80,40.975,25.475,2.5625,4.725,5.1375,1.7375,0.2875,0.430728825,19.0375,0.8140625,8,3.025,2.028138827,2.110404624,-0.37856199,0.938482443,1.550226996,-0.594207579,-0.970984054,0.713855471,-1.491499577
1,12,0.415408426,Allen Iverson,PHI,PG/SG,,75,42.34666667,30.69333333,1.386666667,3.986666667,7.96,2.4,0.12,0.424092409,24.24,0.834605598,10.48,4.586666667,2.992318191,0.663269216,-0.672446298,2.287120898,3.009501702,-0.83344496,-1.567752586,1.444988305,-3.584878632
2,13,0.406209061,Vince Carter,BKN,SG/SF,,77,36.71428571,24.49350649,1.649350649,5.207792208,4.246753247,1.415584416,0.623376623,0.45165477,20.01298701,0.797826087,5.974025974,2.181818182,1.846790546,0.986562732,-0.186392616,0.51286851,0.841150363,-0.11448075,-0.171218437,0.301834506,-0.361233307
2,14,0.393928019,Tim Duncan,SAS,PF/C,,66,33.31818182,20.24242424,0.045454545,11.07575758,2.712121212,0.681818182,2.636363636,0.495183044,15.72727273,0.671806167,6.878787879,1.924242424,1.061327924,-0.987403115,2.149277285,-0.220404749,-0.775100964,2.760634125,1.259312438,-1.686331974,-0.015958796
2,15,0.373710925,Paul Pierce,BOS,SG/SF,,82,36.03658537,21.54878049,1.317073171,6.573170732,4.243902439,1.62195122,0.475609756,0.454545455,14.8902439,0.821856287,8.146341463,2.804878049,1.302700342,0.577618292,0.357079153,0.511506346,1.295710147,-0.325533636,-0.035528538,0.876277271,-1.196431051
2,16,0.369268471,Peja Stojakovic,SAC,SG/SF,,66,38.3030303,20.13636364,2.636363636,4.318181818,2.090909091,1.196969697,0.181818182,0.443897638,15.39393939,0.92,4.166666667,1.545454545,1.041731352,2.201310946,-0.540490856,-0.517230455,0.359612357,-0.74515111,-0.370164905,1.402001068,0.49179784
2,17,0.362608864,Stephon Marbury,NYK,PG,,82,40.04878049,21.67073171,1.402439024,3.024390244,8.146341463,1.487804878,0.073170732,0.460949464,15.92682927,0.83424408,6.695121951,2.841463415,1.325232986,0.682680758,-1.05546834,2.376158015,1.000228845,-0.900330402,0.16790156,0.912549264,-1.245472911
2,18,0.36138322,Elton Brand,LAC,PF/C,,80,37.0125,20.0625,0,9.5125,2.575,0.75,2.1,0.502415459,15.525,0.751578947,5.9375,2.2625,1.028083739,-1.043345467,1.527042244,-0.285923594,-0.624918319,1.994555129,1.471346515,-0.345005798,-0.469385471
2,19,0.34561822,Kobe Bryant,LAL,SG,,66,40.75757576,27.56060606,1.984848485,5.939393939,6.03030303,1.303030303,0.803030303,0.432779456,20.06060606,0.81626506,10.06060606,4.090909091,2.413491429,1.399470568,0.104812263,1.3650789,0.593229805,0.142115524,-0.940568221,0.953260464,-2.920326748
2,20,0.319180407,Marcus Camby,DEN,C,,66,30.54545455,10.34848485,0,10.01515152,2.303030303,0.924242424,3.015151515,0.465,9.090909091,0.722543353,2.621212121,1.560606061,-0.766752342,-1.043345467,1.727116366,-0.415875336,-0.241118225,3.301650365,0.178086672,-0.338625947,0.471487574
2,21,0.318882625,Ray Allen,SEA,SG,,78,39.37179487,23.91025641,2.679487179,4.474358974,3.705128205,1.076923077,0.064102564,0.428380187,19.15384615,0.882629108,5.461538462,2.192307692,1.739024779,2.254384459,-0.478326501,0.254070863,0.095188212,-0.913282311,-1.068373656,1.362552038,-0.37529426
2,22,0.318382388,Jason Kidd,BKN,PG,,66,37.01515152,14.40909091,1.954545455,7.393939394,8.257575758,1.863636364,0.136363636,0.397660819,12.95454545,0.739583333,2.909090909,2.53030303,-0.016483565,1.362175667,0.683775809,2.429307651,1.82806489,-0.810073059,-1.525051357,-0.257905136,-0.828369412
2,23,0.312573132,Rashard Lewis,SEA,SF/PF,,71,38.01408451,20.46478873,2.436619718,5.436619718,1.323943662,1.056338028,0.873239437,0.462608696,16.1971831,0.774193548,3.929577465,1.732394366,1.102413696,1.955479766,-0.0953107,-0.883699568,0.049845961,0.242394027,0.225029103,-0.024203305,0.241209213
2,24,0.312010661,Steve Nash,PHO,PG,,75,34.17333333,15.49333333,1.24,3.32,11.46666667,0.986666667,0.08,0.501168224,11.41333333,0.886554622,3.173333333,3.226666667,0.183849397,0.482761894,-0.93780459,3.96266581,-0.10361767,-0.890576275,1.057379115,0.815267474,-1.76182921
3,25,0.27214009,Mike Bibby,SAC,PG,,80,38.575,19.6375,1.6375,4.1375,6.7625,1.55,0.375,0.443740095,15.775,0.774818402,5.1625,2.5375,0.949557473,0.971977762,-0.612408984,1.714935052,1.137224721,-0.469232828,-0.384805696,-0.019969906,-0.838016788
3,26,0.21275155,Chauncey Billups,DET,PG,,80,35.8,16.45,2.0625,3.3875,5.8,1.0125,0.1125,0.442497262,11.4125,0.897905759,4.775,2.25,0.360610481,1.495038753,-0.910937063,1.255036199,-0.046715134,-0.844157082,-0.302375146,1.360892445,-0.452629502
3,27,0.206788147,Donyell Marshall,TOR,SF/PF,,65,25.33846154,11.49230769,2.323076923,6.584615385,1.246153846,0.876923077,0.707692308,0.442567568,9.107692308,0.791208791,1.4,0.646153846,-0.555410844,1.815739043,0.361634554,-0.920868864,-0.345347548,0.005945898,-0.236491349,0.038602224,1.697290208
3,28,0.203768502,Yao Ming,HOU,C,,80,30.5625,18.275,0,8.35,0.7625,0.425,2,0.551334702,12.175,0.783838384,6.1875,2.45,0.697811504,-1.043345467,1.064323723,-1.151966889,-1.340788929,1.851726842,2.367046546,0.109834193,-0.720725005
