Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
1,1,1.334326868,Stephen Curry,GSW,PG/SG,,79,34.17679325,30.06329114,5.088607595,5.443037975,6.670886076,2.139240506,0.189873418,0.503754693,20.2278481,0.9075,5.063291139,3.316455696,3.092776249,4.376383647,-0.098399542,1.657880094,2.561753029,-0.859979548,1.469297824,1.667874996,-1.858644934
1,2,0.941923914,Kevin Durant,OKC,SF/PF,Off Injury Report - left knee injury management,72,35.8,28.18055556,2.583333333,8.180555556,5.013888889,0.958333333,1.180555556,0.505430847,19.18055556,0.897590361,6.916666667,3.472222222,2.725436874,1.630333335,1.040768728,0.900342678,-0.169766918,0.839663288,1.454666029,2.105428841,-2.049557633
1,3,0.815724566,Kawhi Leonard,SAS,SG/SF,,72,33.04953704,21.15277778,1.791666667,6.847222222,2.583333333,1.777777778,0.986111111,0.505504587,15.13888889,0.874251497,4.638888889,1.458333333,1.354251501,0.762581437,0.485926254,-0.210846159,1.725664744,0.506068793,1.152269526,1.146872603,0.418732396
1,4,0.693137197,James Harden,HOU,SG/SF,,82,38.1050813,28.97560976,2.87804878,6.109756098,7.463414634,1.695121951,0.62195122,0.439084725,19.7195122,0.860215054,10.20731707,4.56097561,2.880559407,1.953373195,0.179043107,2.020204208,1.534476102,-0.118694415,-0.9849379,2.158181513,-3.383970442
1,5,0.682539327,Anthony Davis,NOR,PF/C,,61,35.48060109,24.27868852,0.573770492,10.27868852,1.901639344,1.278688525,2.049180328,0.492957746,18.62295082,0.758139535,7.049180328,1.983606557,1.964146013,-0.572363891,1.913868694,-0.522499496,0.571236791,2.329900988,0.972302389,-0.288677389,-0.225060153
1,6,0.657521874,Chris Paul,LAC,PG,,74,32.70653153,19.54054054,1.648648649,4.189189189,9.972972973,2.054054054,0.175675676,0.462298025,15.05405405,0.896341463,4.432432432,2.621621622,1.039688892,0.605818292,-0.620165964,3.167511129,2.364710875,-0.884337604,-0.087182271,1.338686415,-1.007032897
1,7,0.590715569,Hassan Whiteside,MIA,C,,73,29.11438356,14.24657534,0,11.84931507,0.397260274,0.602739726,3.684931507,0.605571848,9.342465753,0.650455927,4.506849315,1.876712329,0.006786618,-1.201278123,2.567456432,-1.210263751,-0.99227952,5.136242867,2.487009261,-1.38318668,-0.094046987
1,8,0.56288698,Russell Westbrook,OKC,PG,,80,34.36854167,23.475,1.2625,7.825,10.425,2.0375,0.25,0.454293629,18.05,0.811518325,7.1625,4.275,1.807338842,0.182557799,0.892810735,3.374166511,2.326420203,-0.75682465,-0.380324978,0.653307463,-3.033469106
1,9,0.531011653,LeBron James,CLE,SF/PF,,76,35.63881579,25.26315789,1.144736842,7.434210526,6.763157895,1.368421053,0.644736842,0.520480226,18.63157895,0.731160896,6.460526316,3.276315789,2.156225222,0.0534767,0.730190786,1.700064448,0.778794333,-0.079602744,1.944855484,-0.695451241,-1.809448112
1,10,0.517024032,Paul Millsap,ATL,PF/C,,81,32.67798354,17.09876543,0.913580247,9.037037037,3.271604938,1.814814815,1.716049383,0.469981238,13.16049383,0.757352941,5.037037037,2.358024691,0.563275662,-0.199895815,1.397177956,0.103814299,1.811333972,1.758371935,0.116670322,-0.213572421,-0.683959624
1,11,0.482042515,Kyle Lowry,TOR,PG,,77,37.02748918,21.22077922,2.753246753,4.74025974,6.415584416,2.051948052,0.441558442,0.427378965,15.55844156,0.810590631,6.376623377,2.922077922,1.367519221,1.816576737,-0.390847953,1.5411626,2.359839546,-0.428181466,-1.12034769,0.567943893,-1.375282255
1,12,0.474727784,Karl-Anthony Towns,MIN,C,Injured - calf strain (0g) - 1/13/2023,82,32.02520325,18.32926829,0.365853659,10.46341463,1.963414634,0.707317073,1.682926829,0.54206418,14.06097561,0.810909091,3.353658537,2.231707317,0.803358313,-0.800263125,1.990739113,-0.494257388,-0.750384885,1.701545927,2.045431785,0.305521117,-0.529140797
