Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
1,1,1.195236615,Anthony Davis,NOR,PF/C,,68,36.09803922,24.35294118,0.014705882,10.20588235,2.176470588,1.470588235,2.941176471,0.535446205,17.63235294,0.804772234,6.779411765,1.397058824,2.205643438,-1.175515265,1.799622375,-0.353155249,1.096100738,3.807019747,2.305312148,0.575018947,0.497082656
1,2,1.002677306,Stephen Curry,GSW,PG/SG,,80,32.66541667,23.75,3.575,4.275,7.7375,2.0375,0.2125,0.486950037,16.7625,0.913946588,4.2125,3.1125,2.076042677,3.041061669,-0.532740364,2.284096841,2.419342541,-0.776644949,0.721721778,1.592385298,-1.801169736
1,3,0.860480054,James Harden,HOU,SG/SF,,81,36.80041152,27.37037037,2.567901235,5.679012346,6.975308642,1.901234568,0.740740741,0.440136054,18.14814815,0.867718447,10.17283951,3.962962963,2.854232611,1.848320484,0.01939773,1.922636651,2.101282258,0.110700421,-0.757099439,2.585422343,-2.940572571
1,4,0.820306049,Chris Paul,LAC,PG,,82,34.8449187,19.07317073,1.695121951,4.585365854,10.2195122,1.902439024,0.182926829,0.485055508,14.2804878,0.900311526,3.914634146,2.317073171,1.070769434,0.814658412,-0.410686729,3.461161619,2.104093608,-0.82632233,0.568462612,1.336119057,-0.735501243
1,5,0.739422125,Kevin Durant,OKC,SF/PF,Off Injury Report - left knee injury management,27,33.80061728,25.40740741,2.37037037,6.592592593,4.074074074,0.888888889,0.925925926,0.509635974,17.2962963,0.85380117,6.333333333,2.740740741,2.432298427,1.61437799,0.378669825,0.546760646,-0.2616571,0.4217768,1.454046784,1.371633175,-1.303107419
1,6,0.577655628,Kawhi Leonard,SAS,SG/SF,,64,31.76432292,16.515625,1.046875,7.203125,2.515625,2.3125,0.75,0.479318735,12.84375,0.801587302,3.9375,1.515625,0.521031109,0.046917587,0.618766147,-0.192315301,3.061226372,0.12625424,0.379701507,0.299084684,0.338234307
1,7,0.565666713,Russell Westbrook,OKC,PG,,67,34.35547264,28.14925373,1.28358209,7.313432836,8.582089552,2.089552239,0.208955224,0.426240653,21.95522388,0.834862385,9.76119403,4.388059701,3.021651723,0.327257812,0.662145508,2.684633396,2.54083887,-0.782599508,-1.471477196,1.618643281,-3.510093467
1,8,0.530992767,Jimmy Butler,CHI,SG/SF,Playing - right knee injury management,65,38.66846154,20.01538462,1.123076923,5.830769231,3.261538462,1.753846154,0.553846154,0.461622807,14.03076923,0.833693305,7.123076923,1.430769231,1.273296051,0.137166106,0.079077232,0.161425291,1.757259567,-0.203247432,-0.035996605,1.158035363,0.451919333
1,9,0.480766429,Klay Thompson,GSW,SG/SF,,77,31.87748918,21.66233766,3.103896104,3.207792208,2.87012987,1.12987013,0.779220779,0.463076923,16.88311688,0.87890625,3.324675325,1.935064935,1.627304661,2.483117365,-0.952427612,-0.02419558,0.300822763,0.175339669,-0.002403792,0.943048305,-0.223707919
1,10,0.45112532,DeMarcus Cousins,SAC,PF/C,,59,34.12118644,24.08474576,0.033898305,12.66101695,3.559322034,1.525423729,1.762711864,0.467166979,18.06779661,0.781885397,9.169491525,4.305084746,2.147995476,-1.152785029,2.76512196,0.30264561,1.224093526,1.827420234,0.129913171,0.214651183,-3.39892825
1,11,0.43712927,Kyrie Irving,CLE,PG/SG,Off Injury Report - left adductor tightness,75,36.39844444,21.70666667,2.093333333,3.186666667,5.2,1.52,0.266666667,0.468016194,16.46666667,0.863013699,4.866666667,2.48,1.636833074,1.286273642,-0.960735385,1.080717632,1.211433876,-0.685655109,0.145227415,1.173849804,-0.95378152
1,12,0.396939217,LeBron James,CLE,SF/PF,,69,36.13647343,25.26086957,1.739130435,6.072463768,7.376811594,1.579710145,0.710144928,0.4875,18.55072464,0.710227273,7.652173913,3.942028986,2.400800469,0.86677915,0.174125371,2.113044653,1.3508047,0.059305194,0.815333579,-1.29521377,-2.912526396
2,13,0.395458394,Pau Gasol,CHI,PF/C,,78,34.36858974,18.53846154,0.153846154,11.78205128,2.692307692,0.320512821,1.884615385,0.493934142,14.79487179,0.803278689,4.692307692,2.025641026,0.955834975,-1.010726728,2.419462301,-0.108525634,-1.588316767,2.032195285,0.82596844,0.378290392,-0.345056713
2,14,0.392697184,LaMarcus Aldridge,POR,PF/C,,71,35.37488263,23.3943662,0.521126761,10.22535211,1.746478873,0.676056338,0.957746479,0.465724382,19.92957746,0.845303867,5.098591549,1.718309859,1.999600043,-0.575743863,1.807279,-0.557073708,-0.758434457,0.475229361,0.089508899,0.98722094,0.06668844
2,15,0.359169351,Paul Millsap,ATL,PF/C,,73,32.73356164,16.68493151,1.054794521,7.808219178,3.054794521,1.780821918,0.945205479,0.476344086,12.73972603,0.756676558,4.616438356,2.273972603,0.557423137,0.056296944,0.856723845,0.063379435,1.820224319,0.454162834,0.308204786,-0.206133631,-0.677757506
2,16,0.336494587,Damian Lillard,POR,PG,,82,35.66565041,20.97560976,2.390243902,4.609756098,6.170731707,1.182926829,0.256097561,0.433823529,16.58536585,0.864321608,4.853658537,2.707317073,1.479694143,1.637914887,-0.401095087,1.541075604,0.424663627,-0.703409224,-0.879832241,1.187767825,-1.258328254
2,17,0.330161257,Al Horford,ATL,PF/C,Out,76,30.50285088,15.21052632,0.144736842,7.157894737,3.210526316,0.894736842,1.276315789,0.537823834,12.69736842,0.758865248,1.855263158,1.315789474,0.240503275,-1.021515195,0.600979016,0.137233388,-0.248007257,1.010366054,1.719539591,-0.073610357,0.605962798
2,18,0.307226859,Serge Ibaka,OKC,PF/C,,64,33.05885417,14.328125,1.203125,7.78125,0.875,0.46875,2.421875,0.475826972,12.28125,0.836363636,1.71875,1.515625,0.050833226,0.231969755,0.846118019,-0.970362203,-1.242312954,2.934690673,0.286243818,0.289627089,0.338234307
2,19,0.29682599,Marc Gasol,MEM,C,,81,33.17345679,17.44444444,0.037037037,7.777777778,3.790123457,0.87654321,1.617283951,0.494402985,13.2345679,0.795454545,5.432098765,2.160493827,0.720678622,-1.149067722,0.844752542,0.412100442,-0.290473433,1.583128615,0.75190377,0.32413605,-0.525724973
2,20,0.289402827,Draymond Green,GSW,SF/PF,Probable - left ankle sprain,79,31.51940928,11.65822785,1.405063291,8.189873418,3.683544304,1.556962025,1.265822785,0.443137255,9.683544304,0.66,2.53164557,1.683544304,-0.523054768,0.471132114,1.006812158,0.361556545,1.29770779,0.992739774,-0.343355564,-0.772178002,0.113265392
2,21,0.285535602,Tim Duncan,SAS,PF/C,,77,28.91969697,13.8961039,0.025974026,9.155844156,2.987012987,0.818181818,1.948051948,0.511599512,10.63636364,0.739549839,4.038961039,1.714285714,-0.042028674,-1.162170021,1.386687196,0.031234848,-0.426696101,2.138756813,0.938589371,-0.366632783,0.072079765
2,22,0.262712655,Nikola Vucevic,ORL,PF/C,,74,34.17094595,19.2972973,0.027027027,10.94594595,2,0.72972973,0.72972973,0.523217247,16.2972973,0.752293578,2.945945946,2,1.118944903,-1.160922916,2.09065778,-0.436844327,-0.633154158,0.092203988,1.771500147,-0.167267229,-0.310704297
2,23,0.238441196,Danny Green,SAS,SG/SF,Out for season - torn acl (0g) - 7/9/2023,81,28.5372428,11.67901235,2.358024691,4.234567901,1.950617284,1.24691358,1.074074074,0.436906377,9.098765432,0.874015748,1.567901235,1.148148148,-0.51858719,1.599756584,-0.548640582,-0.460263493,0.574016576,0.670637903,-0.424147976,0.422639647,0.830559294
2,24,0.230462717,Brook Lopez,BKN,C,,72,29.17060185,17.16666667,0.013888889,7.416666667,0.694444444,0.597222222,1.75,0.51266464,13.70833333,0.813868613,3.805555556,1.444444444,0.660970955,-1.176482858,0.702742964,-1.055988529,-0.942442982,1.806066686,1.231107453,0.414592718,0.433598045
3,25,0.216521341,Rudy Gay,SAC,SF/PF,,68,35.41568627,21.05882353,1.161764706,5.867647059,3.676470588,1.044117647,0.602941176,0.455197133,16.41176471,0.857506361,5.779411765,2.691176471,1.497580744,0.182985358,0.093579707,0.35820192,0.100665919,-0.120777002,-0.23582085,1.308980253,-1.236703975
3,26,0.212737324,Jrue Holiday,NOR,PG,Questionable - noncovid illness,40,32.57458333,14.8,1.275,3.4,6.825,1.575,0.55,0.446529081,13.325,0.855263158,1.9,2.275,0.152261627,0.317093753,-0.876840496,1.851354564,1.339810642,-0.209708249,-0.397188121,0.416986149,-0.679133956
3,27,0.211965826,John Wall,WAS,PG,,79,35.90548523,17.53164557,0.82278481,4.632911392,10.01265823,1.734177215,0.582278481,0.444635193,14.74683544,0.784530387,4.582278481,3.848101266,0.739422295,-0.218480016,-0.391989099,3.363063584,1.711349845,-0.155486455,-0.491937718,0.138437273,-2.786687277
3,28,0.21148589,Blake Griffin,LAC,PF/C,,67,35.16144279,21.92537313,0.149253731,7.582089552,5.268656716,0.940298507,0.52238806,0.501748252,17.07462687,0.728337237,6.373134328,2.268656716,1.683843505,-1.01616569,0.767796721,1.113277263,-0.141660725,-0.25609113,1.191972408,-0.768963767,-0.670635578
3,29,0.211146529,Jeff Teague,ATL,PG,,73,30.51849315,15.91780822,0.97260274,2.520547945,7.02739726,1.712328767,0.424657534,0.459977452,12.15068493,0.862068966,4.369863014,2.808219178,0.392531825,-0.041045567,-1.22269143,1.947339059,1.660352879,-0.420260083,-0.065032529,1.042635876,-1.393511265
