Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
1,1,0.903884178,Kevin Durant,OKC,SG/SF,Off Injury Report - left knee injury management,82,39.52439024,30.14634146,1.56097561,7.597560976,2.817073171,1.37804878,1.024390244,0.475449102,20.36585366,0.9,10.24390244,3.304878049,3.148637201,0.900130549,0.686170775,-0.088434682,0.975020389,0.582310219,0.137861811,3.810309059,-2.017047716
1,2,0.893734063,LeBron James,CLE,SF,,75,39.02666667,29.65333333,1.653333333,7.346666667,8.533333333,1.64,1,0.502986065,20.09333333,0.765399738,10.17333333,3.466666667,3.048935843,1.021605481,0.589713563,2.548150773,1.625409722,0.539491318,1.202000262,-0.292875836,-2.238824562
1,3,0.743575666,Chris Paul,NOR,PG,,45,37.97777778,18.68888889,1.155555556,4.244444444,10.66666667,2.133333333,0.177777778,0.494488189,14.11111111,0.847368421,4.222222222,2.488888889,0.831589044,0.366895521,-0.602946838,3.532136014,2.850289448,-0.903981392,0.610566397,0.90613766,-0.898504862
1,4,0.652685419,Dirk Nowitzki,DAL,PF,,81,37.54320988,25.02469136,0.62962963,7.654320988,2.691358025,0.864197531,0.975308642,0.481283422,18.4691358,0.914675768,7.234567901,1.839506173,2.112882537,-0.324836729,0.707992364,-0.146419924,-0.300802539,0.49614379,0.331850672,3.005701643,-0.008343042
1,5,0.494665963,Danny Granger,IND,SG/SF/PF,,62,36.72580645,24.14516129,2.548387097,5.516129032,2.758064516,1.516129032,0.822580645,0.428446005,18.37096774,0.848130841,6.903225806,2.532258065,1.935014594,2.198838857,-0.114043161,-0.115652016,1.317854918,0.228018349,-1.540219148,1.500135803,-0.957954527
1,6,0.480489066,David Lee,NYK,PF/C,,81,37.25925926,20.24691358,0,11.7037037,3.641975309,1.061728395,0.481481481,0.545310016,15.5308642,0.812121212,4.074074074,2.333333333,1.146669401,-1.152966887,2.264791995,0.292045722,0.189639794,-0.370806787,2.193658652,0.446641892,-0.685272183
1,7,0.476666618,Dwyane Wade,MIA,PG/SG,,77,36.31168831,26.55844156,0.948051948,4.831168831,6.506493506,1.831168831,1.064935065,0.475843812,19.62337662,0.760683761,9.116883117,3.272727273,2.423053847,0.093973175,-0.377378554,1.613284924,2.10005599,0.65348969,0.147450398,-0.390953884,-1.972976026
1,8,0.438958013,Pau Gasol,LAL,PF/C,,65,36.98461538,18.30769231,0,11.24615385,3.369230769,0.569230769,1.723076923,0.534911243,13,0.790055249,5.569230769,2.2,0.754499409,-1.152966887,2.08888532,0.16624419,-1.033164984,1.808907029,1.574336424,0.246382934,-0.502501315
1,9,0.407702079,Jason Kidd,DAL,PG,,80,36.0375,10.3,2.2,5.5625,9.05,1.8125,0.4375,0.423248882,8.3875,0.808080808,1.2375,2.4375,-0.864901463,1.740617312,-0.096215677,2.786459699,2.053703816,-0.448019573,-0.791805599,0.117542118,-0.828061924
1,10,0.376293388,Gerald Wallace,CHA,SF/PF,,76,41.02631579,18.23684211,0.684210526,10.02631579,2.118421053,1.539473684,1.105263158,0.483563097,12.40789474,0.775735294,7.157894737,2.342105263,0.740171327,-0.253048356,1.619914227,-0.410683138,1.375816521,0.724288678,0.274659857,0.012817959,-0.697296582
